Incident ID,Country,Country_ID,Year,Attack Type,Target Industry,Financial Loss (in Million $),Number of Affected Users,Attack Source,Security Vulnerability Type,Defense Mechanism Used,Incident Resolution Time (in Hours),Attack_typeID
1839,Australia,6,2021,Man-in-the-Middle,Government,42.24,147589,Insider,Unpatched Software,Antivirus,31,66
1840,Australia,6,2017,DDoS,Government,82.39,646824,Hacker Group,Zero-day,AI-based Detection,2,35
1841,China,1,2016,Phishing,Government,37.62,465317,Insider,Social Engineering,Firewall,20,69
1842,USA,10,2023,Malware,IT,21.53,233379,Unknown,Unpatched Software,Antivirus,50,42
1843,China,1,2023,Malware,IT,43.51,684108,Unknown,Weak Passwords,Firewall,24,98
1844,Russia,7,2020,DDoS,Healthcare,44.32,130510,Unknown,Social Engineering,AI-based Detection,66,18
1845,Brazil,8,2016,Man-in-the-Middle,Banking,43.45,489853,Nation-state,Zero-day,AI-based Detection,28,45
1846,Australia,6,2022,Malware,Healthcare,47.92,25905,Nation-state,Unpatched Software,VPN,40,24
1847,Japan,9,2023,Malware,IT,73.74,795367,Hacker Group,Zero-day,AI-based Detection,55,29
1848,Australia,6,2023,Man-in-the-Middle,Retail,93.25,349335,Nation-state,Zero-day,Firewall,27,33
1849,USA,10,2015,Ransomware,Government,13.92,366147,Hacker Group,Weak Passwords,VPN,38,110
1850,India,2,2018,Phishing,Government,41.1,25094,Nation-state,Unpatched Software,VPN,42,1
1851,Russia,7,2024,Phishing,Retail,44.08,988889,Nation-state,Unpatched Software,Encryption,31,57
1852,Japan,9,2022,Man-in-the-Middle,IT,65.19,216303,Hacker Group,Unpatched Software,AI-based Detection,49,16
1853,Australia,6,2023,Ransomware,Healthcare,21.54,388211,Nation-state,Weak Passwords,Antivirus,22,19
1854,USA,10,2022,Man-in-the-Middle,Education,83.61,30235,Insider,Weak Passwords,Encryption,47,113
1855,USA,10,2023,Malware,Banking,13.99,109083,Nation-state,Weak Passwords,Antivirus,49,46
1856,Germany,4,2017,Malware,Healthcare,49.09,397361,Hacker Group,Weak Passwords,Encryption,57,51
1857,UK,3,2016,Ransomware,Retail,32.16,329026,Nation-state,Weak Passwords,VPN,31,110
1858,Australia,6,2017,Man-in-the-Middle,IT,45.5,889521,Nation-state,Weak Passwords,Encryption,51,113
1859,USA,10,2018,SQL Injection,Healthcare,73.16,849755,Insider,Weak Passwords,Encryption,46,64
1860,China,1,2021,Phishing,Education,70.2,631101,Unknown,Zero-day,Firewall,36,48
1861,Japan,9,2016,DDoS,Healthcare,10.62,625954,Insider,Weak Passwords,AI-based Detection,71,34
1862,Japan,9,2023,Man-in-the-Middle,IT,26.65,220769,Unknown,Zero-day,VPN,71,84
1863,China,1,2018,SQL Injection,Healthcare,52.01,527443,Hacker Group,Unpatched Software,Firewall,24,65
1864,Germany,4,2020,DDoS,Government,32.71,846169,Hacker Group,Zero-day,VPN,59,38
1865,China,1,2017,Malware,Education,47.46,783239,Unknown,Social Engineering,VPN,41,74
1866,China,1,2022,Malware,Telecommunications,11.39,104772,Unknown,Social Engineering,Firewall,43,17
1867,Germany,4,2015,DDoS,Telecommunications,31.68,33098,Hacker Group,Zero-day,AI-based Detection,8,35
1868,UK,3,2024,Man-in-the-Middle,Healthcare,65.78,512847,Insider,Social Engineering,Encryption,72,73
1869,Australia,6,2018,SQL Injection,Banking,71.01,840106,Insider,Weak Passwords,VPN,44,117
1870,Brazil,8,2024,SQL Injection,Healthcare,69.57,269458,Insider,Zero-day,Firewall,15,119
1871,Germany,4,2021,Ransomware,Healthcare,66.84,242893,Nation-state,Zero-day,Antivirus,50,106
1872,Russia,7,2018,Phishing,Education,5.25,605947,Insider,Zero-day,Firewall,13,48
1873,Japan,9,2018,SQL Injection,Education,60.57,468399,Nation-state,Zero-day,VPN,56,36
1874,India,2,2015,Ransomware,IT,61.68,503774,Hacker Group,Zero-day,Firewall,37,12
1875,France,5,2021,Phishing,Retail,45.74,754278,Insider,Social Engineering,Firewall,46,69
1876,Japan,9,2019,SQL Injection,IT,89.81,126120,Unknown,Social Engineering,Encryption,39,81
1877,UK,3,2018,Malware,IT,73.27,210024,Hacker Group,Weak Passwords,Antivirus,20,46
1878,France,5,2022,DDoS,Banking,51.33,970775,Insider,Unpatched Software,AI-based Detection,21,13
1879,France,5,2017,Ransomware,Education,19.84,832471,Insider,Social Engineering,Firewall,54,54
1880,India,2,2024,Phishing,IT,97.25,165316,Unknown,Zero-day,Encryption,61,15
1881,Australia,6,2016,DDoS,Retail,2.96,990886,Insider,Weak Passwords,AI-based Detection,59,34
1882,UK,3,2021,Malware,Telecommunications,82.28,370146,Nation-state,Zero-day,VPN,55,92
1883,China,1,2021,Man-in-the-Middle,Retail,49.59,284823,Unknown,Social Engineering,Antivirus,50,6
1884,UK,3,2016,Malware,Healthcare,65.14,742857,Nation-state,Weak Passwords,Antivirus,49,46
1885,Brazil,8,2024,DDoS,Healthcare,70,484101,Hacker Group,Unpatched Software,VPN,9,7
1886,UK,3,2015,Ransomware,Telecommunications,22.58,368441,Hacker Group,Weak Passwords,AI-based Detection,71,100
1887,Russia,7,2019,Malware,Banking,55.42,945465,Unknown,Weak Passwords,Firewall,5,98
1888,USA,10,2016,DDoS,Healthcare,27.08,551900,Unknown,Social Engineering,VPN,17,22
1889,UK,3,2021,Malware,Banking,73.02,731722,Hacker Group,Weak Passwords,VPN,28,114
1890,Germany,4,2018,Phishing,Banking,88.73,436597,Insider,Unpatched Software,AI-based Detection,33,85
1891,France,5,2020,DDoS,Education,16.35,728830,Insider,Zero-day,AI-based Detection,45,35
1892,USA,10,2022,Ransomware,IT,85.61,826018,Hacker Group,Weak Passwords,Firewall,24,68
1893,Russia,7,2020,Ransomware,Telecommunications,76.61,791323,Insider,Unpatched Software,Encryption,40,25
1894,USA,10,2015,SQL Injection,Banking,42.77,117454,Insider,Unpatched Software,Firewall,19,65
1895,Japan,9,2023,Ransomware,Retail,95.3,986882,Hacker Group,Weak Passwords,Encryption,45,120
1896,France,5,2016,Phishing,IT,78.12,770227,Unknown,Zero-day,Antivirus,20,31
1897,China,1,2024,SQL Injection,Government,21.33,997411,Nation-state,Social Engineering,Antivirus,25,8
1898,Japan,9,2020,Malware,Education,66.93,640603,Hacker Group,Unpatched Software,VPN,23,24
1899,Brazil,8,2024,Phishing,Telecommunications,81.54,499671,Hacker Group,Weak Passwords,VPN,4,32
1900,India,2,2020,Phishing,Retail,12.64,805905,Nation-state,Social Engineering,Firewall,54,69
1901,France,5,2017,Phishing,Retail,43.2,377252,Nation-state,Unpatched Software,Encryption,8,57
1902,USA,10,2018,Ransomware,Retail,20.58,653168,Unknown,Weak Passwords,AI-based Detection,3,100
1903,Brazil,8,2017,Phishing,IT,26.62,955790,Nation-state,Zero-day,Encryption,44,15
1904,USA,10,2018,Phishing,Telecommunications,15.56,734448,Unknown,Social Engineering,Encryption,37,44
1905,China,1,2021,Ransomware,Retail,12.97,425647,Unknown,Zero-day,Antivirus,4,106
1906,France,5,2019,SQL Injection,Banking,98.04,278315,Unknown,Unpatched Software,VPN,3,99
1907,UK,3,2020,Man-in-the-Middle,Telecommunications,63.35,294447,Unknown,Zero-day,AI-based Detection,54,45
1908,Brazil,8,2020,DDoS,Education,26.57,384988,Insider,Zero-day,AI-based Detection,19,35
1909,Japan,9,2020,Man-in-the-Middle,Education,29.58,141411,Insider,Unpatched Software,AI-based Detection,58,16
1910,France,5,2023,Phishing,Healthcare,72.54,581712,Insider,Social Engineering,VPN,12,47
1911,UK,3,2020,Ransomware,Education,35.16,100749,Unknown,Zero-day,Firewall,62,12
1912,Russia,7,2019,Malware,Education,56.94,217880,Nation-state,Unpatched Software,VPN,48,24
1913,France,5,2023,Man-in-the-Middle,Telecommunications,99.71,357542,Hacker Group,Zero-day,Antivirus,21,80
1914,UK,3,2021,Malware,Telecommunications,77.18,347426,Hacker Group,Zero-day,Antivirus,36,86
1915,France,5,2018,Man-in-the-Middle,Education,36.92,829140,Nation-state,Unpatched Software,Encryption,2,37
1916,France,5,2017,SQL Injection,Healthcare,42.8,683189,Unknown,Zero-day,VPN,19,36
1917,India,2,2019,Ransomware,Banking,89.41,453441,Hacker Group,Unpatched Software,VPN,29,56
1918,Australia,6,2017,Malware,IT,33.34,673439,Insider,Weak Passwords,Firewall,13,98
1919,Brazil,8,2016,SQL Injection,Telecommunications,13.94,832297,Nation-state,Weak Passwords,AI-based Detection,69,107
1920,India,2,2018,Phishing,IT,13.05,400964,Nation-state,Weak Passwords,VPN,19,32
1921,France,5,2019,DDoS,Telecommunications,52.94,192293,Nation-state,Weak Passwords,VPN,57,90
1922,Russia,7,2019,Man-in-the-Middle,Banking,26.02,565292,Insider,Unpatched Software,Antivirus,27,66
1923,Brazil,8,2016,Phishing,Education,9.23,774750,Nation-state,Social Engineering,Firewall,70,69
1924,France,5,2022,Phishing,IT,78.2,666996,Insider,Weak Passwords,Encryption,59,95
1925,Germany,4,2016,Malware,Healthcare,94.12,21382,Unknown,Weak Passwords,Encryption,21,51
1926,Germany,4,2021,Phishing,Telecommunications,55.14,463525,Nation-state,Unpatched Software,AI-based Detection,59,85
1927,Russia,7,2022,Ransomware,Telecommunications,16.98,905673,Insider,Weak Passwords,VPN,54,110
1928,India,2,2024,Man-in-the-Middle,Retail,30.59,619881,Nation-state,Unpatched Software,Antivirus,42,66
1929,France,5,2015,Malware,Banking,20.27,987350,Insider,Zero-day,Antivirus,4,86
1930,USA,10,2019,Phishing,Education,97.32,849084,Nation-state,Zero-day,VPN,62,10
1931,UK,3,2017,Man-in-the-Middle,Education,13.06,799627,Hacker Group,Weak Passwords,Antivirus,36,52
1932,France,5,2023,Man-in-the-Middle,Education,87.39,307155,Unknown,Unpatched Software,Antivirus,28,66
1933,Japan,9,2024,Ransomware,Retail,88.36,989106,Unknown,Zero-day,Firewall,3,12
1934,India,2,2020,Man-in-the-Middle,Retail,84.77,129144,Hacker Group,Weak Passwords,Antivirus,25,52
1935,UK,3,2015,Malware,Government,57.81,767562,Unknown,Zero-day,Antivirus,61,86
1936,Brazil,8,2015,Malware,IT,74.03,956965,Hacker Group,Unpatched Software,Encryption,40,93
1937,Germany,4,2023,Phishing,Retail,87.55,291580,Unknown,Unpatched Software,Firewall,25,53
1938,Germany,4,2017,Ransomware,Education,76.96,950276,Hacker Group,Unpatched Software,Firewall,31,2
1939,UK,3,2017,Man-in-the-Middle,Telecommunications,89.07,932075,Unknown,Unpatched Software,Firewall,72,78
1940,Germany,4,2015,DDoS,Healthcare,33.96,931456,Hacker Group,Zero-day,AI-based Detection,22,35
1941,Japan,9,2023,Ransomware,Retail,28.77,983880,Nation-state,Unpatched Software,Antivirus,54,71
1942,China,1,2022,DDoS,Education,18.49,20680,Nation-state,Social Engineering,Firewall,29,49
1943,Australia,6,2018,Malware,Education,21.39,437056,Hacker Group,Zero-day,AI-based Detection,52,29
1944,India,2,2021,Malware,Government,57.91,769222,Insider,Weak Passwords,Antivirus,32,46
1945,Australia,6,2022,Malware,Government,4.5,436928,Unknown,Social Engineering,Antivirus,34,26
1946,China,1,2021,DDoS,Healthcare,38.67,340194,Unknown,Weak Passwords,VPN,44,90
1947,India,2,2019,DDoS,IT,44.01,612030,Nation-state,Unpatched Software,Antivirus,47,63
1948,Australia,6,2019,Man-in-the-Middle,IT,87.89,551100,Insider,Zero-day,VPN,9,84
1949,Brazil,8,2022,Phishing,IT,26.02,251768,Unknown,Social Engineering,VPN,6,47
1950,Japan,9,2015,DDoS,Retail,11.69,680720,Nation-state,Zero-day,Encryption,2,27
1951,USA,10,2017,DDoS,Telecommunications,51.69,156213,Nation-state,Weak Passwords,VPN,9,90
1952,Japan,9,2020,Man-in-the-Middle,Retail,33.75,468856,Hacker Group,Unpatched Software,Firewall,15,78
1953,France,5,2023,Ransomware,Government,63.45,90678,Nation-state,Unpatched Software,Firewall,22,2
1954,UK,3,2022,DDoS,Retail,45.73,554585,Hacker Group,Social Engineering,VPN,63,22
1955,China,1,2021,Man-in-the-Middle,Banking,33.3,935265,Nation-state,Unpatched Software,Firewall,20,78
1956,Japan,9,2023,SQL Injection,Banking,43.96,459922,Nation-state,Zero-day,Encryption,12,102
1957,France,5,2017,DDoS,Healthcare,6.72,782873,Hacker Group,Zero-day,Encryption,4,27
1958,UK,3,2020,Ransomware,Banking,53.03,528708,Unknown,Social Engineering,VPN,14,20
1959,Germany,4,2020,SQL Injection,Healthcare,38.89,513096,Hacker Group,Weak Passwords,VPN,57,117
1960,Australia,6,2018,DDoS,Education,79.5,636407,Hacker Group,Zero-day,Encryption,11,27
1961,USA,10,2020,Ransomware,Retail,38.02,419557,Unknown,Weak Passwords,Antivirus,2,19
1962,Brazil,8,2018,DDoS,Healthcare,47.47,784099,Insider,Social Engineering,AI-based Detection,30,18
1963,Japan,9,2024,Malware,Telecommunications,71.18,37870,Nation-state,Zero-day,AI-based Detection,31,29
1964,Brazil,8,2022,Malware,IT,4.08,291590,Hacker Group,Zero-day,Antivirus,22,86
1965,India,2,2018,SQL Injection,Telecommunications,15.96,444408,Unknown,Weak Passwords,AI-based Detection,64,107
1966,Germany,4,2015,Malware,Banking,56.13,526658,Nation-state,Weak Passwords,VPN,38,114
1967,Japan,9,2021,Malware,Retail,30.53,333238,Hacker Group,Social Engineering,Firewall,20,17
1968,Australia,6,2020,DDoS,Retail,31.36,449936,Insider,Weak Passwords,VPN,52,90
1969,Germany,4,2023,Malware,Retail,71.05,61238,Unknown,Unpatched Software,AI-based Detection,41,67
1970,USA,10,2024,Malware,Education,24.93,916209,Unknown,Zero-day,Encryption,50,59
1971,India,2,2022,DDoS,Banking,13.97,762440,Nation-state,Unpatched Software,AI-based Detection,19,13
1972,China,1,2021,Malware,Banking,92.2,248859,Nation-state,Social Engineering,Antivirus,33,26
1973,Russia,7,2015,SQL Injection,IT,47.8,645774,Hacker Group,Social Engineering,Firewall,7,58
1974,Brazil,8,2024,Man-in-the-Middle,Healthcare,61.55,218189,Unknown,Weak Passwords,AI-based Detection,48,108
1975,China,1,2015,Man-in-the-Middle,Banking,66.47,623301,Hacker Group,Social Engineering,VPN,40,5
1976,Germany,4,2017,Ransomware,Education,10.32,195872,Hacker Group,Social Engineering,Antivirus,22,83
1977,Germany,4,2016,SQL Injection,IT,76.36,807745,Nation-state,Unpatched Software,AI-based Detection,71,11
1978,France,5,2020,Ransomware,Healthcare,25.49,50385,Unknown,Unpatched Software,Antivirus,10,71
1979,Brazil,8,2017,Malware,Telecommunications,73.71,377769,Hacker Group,Zero-day,Firewall,38,50
1980,UK,3,2018,Ransomware,Telecommunications,99.41,355256,Hacker Group,Unpatched Software,Firewall,51,2
1981,UK,3,2017,DDoS,Government,65.57,478549,Hacker Group,Weak Passwords,Antivirus,37,39
1982,Germany,4,2022,Malware,Retail,60.85,125300,Insider,Weak Passwords,AI-based Detection,11,40
1983,France,5,2018,Ransomware,Education,34.54,608196,Insider,Weak Passwords,AI-based Detection,25,100
1984,China,1,2023,Phishing,Government,43.49,27694,Unknown,Weak Passwords,Encryption,30,95
1985,China,1,2017,Man-in-the-Middle,Retail,30.38,29840,Hacker Group,Weak Passwords,AI-based Detection,63,108
1986,Russia,7,2015,Phishing,Banking,4.59,720643,Unknown,Social Engineering,Firewall,19,69
1987,Germany,4,2015,Man-in-the-Middle,IT,54.54,775866,Insider,Weak Passwords,AI-based Detection,69,108
1988,USA,10,2021,Phishing,Retail,95.86,671335,Hacker Group,Zero-day,Antivirus,62,31
1989,USA,10,2017,DDoS,Banking,98.07,276199,Insider,Weak Passwords,Antivirus,28,39
1990,UK,3,2015,Ransomware,IT,75.49,534962,Unknown,Weak Passwords,Encryption,59,120
1991,UK,3,2022,Phishing,Telecommunications,62.8,758516,Hacker Group,Zero-day,VPN,16,10
1992,Australia,6,2018,Phishing,Education,82.18,943662,Unknown,Weak Passwords,Antivirus,47,21
1993,Germany,4,2019,Ransomware,Government,99.3,257068,Hacker Group,Social Engineering,AI-based Detection,17,4
1994,USA,10,2015,DDoS,Education,66.04,75167,Insider,Unpatched Software,VPN,13,7
1995,Germany,4,2017,SQL Injection,Retail,88.18,3200,Insider,Weak Passwords,AI-based Detection,43,107
1996,Japan,9,2018,Ransomware,IT,60.82,917016,Unknown,Weak Passwords,VPN,39,110
1997,UK,3,2020,SQL Injection,Banking,40.31,760892,Hacker Group,Zero-day,VPN,22,36
1998,UK,3,2021,SQL Injection,Telecommunications,1.47,204624,Unknown,Unpatched Software,VPN,33,99
1999,India,2,2020,DDoS,Healthcare,16.65,324899,Insider,Unpatched Software,Firewall,57,9
2000,Australia,6,2023,Ransomware,Government,96.44,472878,Unknown,Social Engineering,Firewall,37,54
2001,France,5,2022,Malware,Retail,13.77,804221,Nation-state,Zero-day,Firewall,68,50
2002,Russia,7,2023,Ransomware,Banking,54.09,514319,Hacker Group,Zero-day,Firewall,37,12
2003,USA,10,2016,Man-in-the-Middle,Education,2.17,180599,Insider,Social Engineering,Antivirus,4,6
2004,China,1,2017,SQL Injection,Retail,61.83,129677,Hacker Group,Unpatched Software,Firewall,60,65
2005,USA,10,2016,Ransomware,Telecommunications,99.88,999508,Unknown,Unpatched Software,VPN,23,56
2006,Australia,6,2019,SQL Injection,Healthcare,3.92,915247,Nation-state,Zero-day,Encryption,52,102
2007,Japan,9,2015,Man-in-the-Middle,Education,50.99,685261,Nation-state,Unpatched Software,AI-based Detection,36,16
2008,UK,3,2023,DDoS,Government,34.8,48515,Hacker Group,Social Engineering,Encryption,50,14
2009,China,1,2017,Man-in-the-Middle,Government,49.37,613786,Nation-state,Unpatched Software,Antivirus,24,66
2010,Australia,6,2016,DDoS,Education,61.23,228033,Nation-state,Unpatched Software,Encryption,43,82
2011,India,2,2019,SQL Injection,Education,95.54,862718,Hacker Group,Weak Passwords,Antivirus,44,72
2012,Russia,7,2017,Ransomware,Healthcare,16.77,924837,Hacker Group,Unpatched Software,Firewall,62,2
2013,Japan,9,2018,SQL Injection,Government,20.36,876850,Insider,Weak Passwords,AI-based Detection,8,107
2014,Germany,4,2017,Phishing,Banking,10.56,556014,Nation-state,Unpatched Software,Encryption,11,57
2015,Brazil,8,2021,Phishing,Government,42.82,974362,Insider,Unpatched Software,Encryption,70,57
2016,India,2,2017,Man-in-the-Middle,IT,68.68,725608,Insider,Zero-day,AI-based Detection,15,45
2017,Russia,7,2019,Man-in-the-Middle,Education,6.79,386691,Nation-state,Weak Passwords,AI-based Detection,20,108
2018,India,2,2017,SQL Injection,Government,40.98,402855,Insider,Social Engineering,AI-based Detection,26,28
2019,Japan,9,2018,Phishing,Healthcare,25.66,518357,Insider,Weak Passwords,Firewall,42,75
2020,USA,10,2018,Phishing,Banking,29.35,724633,Hacker Group,Weak Passwords,Encryption,26,95
2021,Germany,4,2015,Ransomware,IT,6.74,742272,Nation-state,Zero-day,Antivirus,64,106
2022,Brazil,8,2024,Malware,IT,83.09,650093,Unknown,Social Engineering,Antivirus,58,26
2023,Japan,9,2021,Phishing,Banking,94.32,755165,Hacker Group,Social Engineering,Antivirus,28,105
2024,UK,3,2021,DDoS,IT,67.12,581923,Hacker Group,Social Engineering,VPN,63,22
2025,Australia,6,2024,Man-in-the-Middle,Retail,76.83,637189,Hacker Group,Unpatched Software,Antivirus,56,66
2026,USA,10,2017,DDoS,Retail,70.37,513625,Nation-state,Weak Passwords,VPN,37,90
2027,Germany,4,2024,Phishing,Government,22.46,499142,Nation-state,Unpatched Software,VPN,70,1
2028,USA,10,2024,Phishing,Healthcare,17.64,8334,Unknown,Zero-day,Firewall,13,48
2029,USA,10,2020,Phishing,Government,37.3,617277,Insider,Social Engineering,Antivirus,4,105
2030,USA,10,2018,Man-in-the-Middle,Education,2.17,614662,Unknown,Weak Passwords,VPN,37,3
2031,China,1,2024,DDoS,Banking,99.99,755185,Unknown,Weak Passwords,Encryption,20,60
2032,Russia,7,2018,DDoS,IT,37.84,839882,Nation-state,Social Engineering,AI-based Detection,7,18
2033,Russia,7,2021,Ransomware,Education,86.8,852965,Nation-state,Weak Passwords,Antivirus,39,19
2034,Brazil,8,2021,Man-in-the-Middle,Banking,3.69,566386,Insider,Unpatched Software,Encryption,45,37
2035,Japan,9,2017,Phishing,IT,73.85,402903,Insider,Zero-day,Encryption,55,15
2036,UK,3,2018,DDoS,Retail,0.5,261266,Hacker Group,Weak Passwords,Firewall,63,97
2037,France,5,2015,Malware,IT,91.94,899215,Hacker Group,Weak Passwords,Antivirus,59,46
2038,China,1,2023,Man-in-the-Middle,Education,35.37,455900,Hacker Group,Zero-day,Antivirus,11,80
2039,Japan,9,2023,SQL Injection,Government,69.61,391049,Unknown,Weak Passwords,Antivirus,35,72
2040,France,5,2020,Ransomware,Government,81.53,694660,Unknown,Weak Passwords,Encryption,29,120
2041,Germany,4,2020,DDoS,IT,63.96,650469,Unknown,Unpatched Software,Antivirus,58,63
2042,USA,10,2020,SQL Injection,IT,68.17,247149,Nation-state,Unpatched Software,Antivirus,47,41
2043,Japan,9,2019,DDoS,Education,15.54,645578,Insider,Weak Passwords,AI-based Detection,56,34
2044,Germany,4,2019,SQL Injection,Government,67.05,848517,Unknown,Unpatched Software,Antivirus,16,41
2045,France,5,2019,Malware,Healthcare,25.19,897755,Hacker Group,Social Engineering,Antivirus,61,26
2046,USA,10,2023,Ransomware,Government,93.34,999635,Nation-state,Weak Passwords,Firewall,24,68
2047,Brazil,8,2017,Phishing,Government,87.27,767721,Unknown,Weak Passwords,Encryption,9,95
2048,India,2,2019,Phishing,IT,33.15,629687,Unknown,Social Engineering,Firewall,53,69
